"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Title","1.0","Title-{MB_653+spy_7732}","MB_653+spy_7732","{Rule 3:36|Rule 3:36}","Rule 3:36",,
"Title","1.0","Title-{MB_5963+WDC_14434}","MB_5963+WDC_14434","{Ruby Don’t Take Your Love to Town|Ruby Don't Take Your Love to Town}","Ruby Don't Take Your Love to Town",,
"Title","1.0","Title-{MB_72724+WDC_5315+WDC_5464}","MB_72724+WDC_5315+WDC_5464","{One Moment More|One Moment More|One Moment More}","One Moment More",,
"Title","1.0","Title-{MB_75697+MB_75698+MB_75704+spy_5021}","MB_75697+MB_75698+MB_75704+spy_5021","{Happy to You|Happy to You|Happy to You|Happy To You}","Happy to You",,
"Title","1.0","Title-{MB_11993+spy_6705}","MB_11993+spy_6705","{Solo|Solo}","Solo",,
"Title","1.0","Title-{MB_79121+WDC_20345}","MB_79121+WDC_20345","{Black Star Dancing|Black Star Dancing}","Black Star Dancing",,
"Title","1.0","Title-{MB_27751+WDC_6332}","MB_27751+WDC_6332","{The Great Untold|The Great Untold}","The Great Untold",,
"Title","1.0","Title-{MB_53041+WDC_21920+WDC_31698+WDC_38988+WDC_7209}","MB_53041+WDC_21920+WDC_31698+WDC_38988+WDC_7209","{ANThology|Anthology|Anthology|Anthology|Anthology}","ANThology",,
"Title","1.0","Title-{MB_47086+spy_8841}","MB_47086+spy_8841","{My Zouk Hits|My Zouk Hits}","My Zouk Hits",,
"Title","1.0","Title-{MB_38932+WDC_19392+WDC_247+WDC_25530+WDC_27597+WDC_36895}","MB_38932+WDC_19392+WDC_247+WDC_25530+WDC_27597+WDC_36895","{Underwater Sunshine (or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)}","Underwater Sunshine (or What We Did on Our Summer Vacation)",,
"Title","1.0","Title-{MB_70450+WDC_31828}","MB_70450+WDC_31828","{Relaunch|Relaunch}","Relaunch",,
"Title","1.0","Title-{MB_25919+spy_6373}","MB_25919+spy_6373","{Ley de Gravedad|Ley De Gravedad}","Ley De Gravedad",,
"Title","0.6666666666666666","Title-{MB_9160+WDC_21795+WDC_6277}","MB_9160+WDC_21795+WDC_6277","{The Big Room|The Big Room (Domestic)|The Big Room (Domestic)}","The Big Room (Domestic)",,
"Title","1.0","Title-{MB_49638+WDC_14932}","MB_49638+WDC_14932","{Shoreline|Shoreline}","Shoreline",,
"Title","1.0","Title-{MB_23705+WDC_43426}","MB_23705+WDC_43426","{Skagarack|Skagarack}","Skagarack",,
"Title","1.0","Title-{MB_37251+WDC_11675}","MB_37251+WDC_11675","{Procurement|Procurement}","Procurement",,
"Title","1.0","Title-{MB_49068+WDC_1249+WDC_2001+WDC_37866+WDC_40019+WDC_6119+WDC_7642}","MB_49068+WDC_1249+WDC_2001+WDC_37866+WDC_40019+WDC_6119+WDC_7642","{Hang On to a Dream: The Verve Recordings|Hang On To A Dream: The Verve Recordings|Hang On To A Dream: The Verve Recordings|Hang On To A Dream: The Verve Recordings|Hang On To A Dream: The Verve Recordings|Hang On To A Dream: The Verve Recordings|Hang On To A Dream: The Verve Recordings}","Hang On To A Dream: The Verve Recordings",,
"Title","0.6666666666666666","Title-{MB_61118+WDC_22584+WDC_24764}","MB_61118+WDC_22584+WDC_24764","{The Pleasure Principle|The Pleasure Principle - The First Recordings|The Pleasure Principle - The First Recordings}","The Pleasure Principle - The First Recordings",,
"Title","1.0","Title-{MB_38549+spy_2297}","MB_38549+spy_2297","{THEY SAID|They Said}","THEY SAID",,
"Title","1.0","Title-{MB_68360+spy_8088}","MB_68360+spy_8088","{Look at Me|Look At Me}","Look at Me",,
"Title","1.0","Title-{MB_26935+WDC_26755+WDC_35442}","MB_26935+WDC_26755+WDC_35442","{Elysian Fields|Elysian Fields|Elysian Fields}","Elysian Fields",,
"Title","1.0","Title-{MB_25931+WDC_4135}","MB_25931+WDC_4135","{Get Ready|Get Ready}","Get Ready",,
"Title","0.0","Title-{MB_33550+WDC_8808}","MB_33550+WDC_8808","{Home for Christmas|Home For Christmas (online music 94655-6)}","Home For Christmas (online music 94655-6)",,
"Title","1.0","Title-{MB_47286+WDC_40579+WDC_8232}","MB_47286+WDC_40579+WDC_8232","{I Love You 'Cause I Have To|I Love You Cause I Have To|I Love You Cause I Have To}","I Love You 'Cause I Have To",,
"Title","1.0","Title-{MB_35052+spy_3942}","MB_35052+spy_3942","{Madness|Madness}","Madness",,
"Title","1.0","Title-{MB_168+WDC_29133+WDC_41165+WDC_7336}","MB_168+WDC_29133+WDC_41165+WDC_7336","{I Need You|I Need You|I Need You|I Need You}","I Need You",,
"Title","1.0","Title-{MB_53463+WDC_18862+WDC_28647+WDC_29487}","MB_53463+WDC_18862+WDC_28647+WDC_29487","{Blowout Comb|Blowout Comb|Blowout Comb|Blowout Comb}","Blowout Comb",,
"Title","1.0","Title-{MB_54887+spy_14750}","MB_54887+spy_14750","{Bounce It|Bounce It}","Bounce It",,
"Title","0.0","Title-{MB_73762+WDC_32807}","MB_73762+WDC_32807","{Wise Up Ghost|Wise Up Ghost (Deluxe)}","Wise Up Ghost (Deluxe)",,
"Title","1.0","Title-{MB_21817+spy_7558}","MB_21817+spy_7558","{Nail Tech|Nail Tech}","Nail Tech",,
"Title","1.0","Title-{MB_43967+WDC_4932}","MB_43967+WDC_4932","{Free|Free}","Free",,
"Title","1.0","Title-{MB_37257+WDC_37156+WDC_44771}","MB_37257+WDC_37156+WDC_44771","{A Beautiful Lie|A Beautiful Lie|A Beautiful Lie}","A Beautiful Lie",,
"Title","1.0","Title-{MB_54482+WDC_12480+WDC_20301+WDC_8773}","MB_54482+WDC_12480+WDC_20301+WDC_8773","{Loveless|Loveless|Loveless|Loveless}","Loveless",,
"Title","1.0","Title-{MB_52607+WDC_12743}","MB_52607+WDC_12743","{Well Spent Youth|Well Spent Youth}","Well Spent Youth",,
"Title","1.0","Title-{MB_25838+WDC_12421+WDC_16913+WDC_3538+WDC_36588}","MB_25838+WDC_12421+WDC_16913+WDC_3538+WDC_36588","{Earwig|Earwig|Earwig|Earwig|Earwig}","Earwig",,
"Title","1.0","Title-{MB_66879+spy_4559}","MB_66879+spy_4559","{Heiligenschein|Heiligenschein}","Heiligenschein",,
"Title","0.0","Title-{MB_2718+spy_2702}","MB_2718+spy_2702","{Feel My Needs (Siege remix)|Feel My Needs (Turn Around)}","Feel My Needs (Siege remix)",,
"Title","1.0","Title-{WDC_13646+WDC_35936+WDC_4212+WDC_9835+spy_14475}","WDC_13646+WDC_35936+WDC_4212+WDC_9835+spy_14475","{Lines, Vines and Trying Times|Lines, Vines and Trying Times|Lines, Vines and Trying Times|Lines, Vines and Trying Times|Lines, Vines and Trying Times}","Lines, Vines and Trying Times",,
"Title","0.6666666666666666","Title-{MB_62890+WDC_26734+WDC_32049}","MB_62890+WDC_26734+WDC_32049","{Sketches of a Man|Sketches Of A Man (Explicit)|Sketches Of A Man (Explicit)}","Sketches Of A Man (Explicit)",,
"Title","1.0","Title-{MB_4243+WDC_13244+WDC_13429+WDC_14359+WDC_33821+WDC_40492+WDC_7843}","MB_4243+WDC_13244+WDC_13429+WDC_14359+WDC_33821+WDC_40492+WDC_7843","{Zuckerzeit|Zuckerzeit|Zuckerzeit|Zuckerzeit|Zuckerzeit|Zuckerzeit|Zuckerzeit}","Zuckerzeit",,
"Title","1.0","Title-{MB_16155+spy_4061}","MB_16155+spy_4061","{Spring Came Early|Spring Came Early}","Spring Came Early",,
"Title","1.0","Title-{MB_58560+WDC_12714}","MB_58560+WDC_12714","{Butterfly Boucher|Butterfly Boucher}","Butterfly Boucher",,
"Title","1.0","Title-{MB_36315+WDC_10878}","MB_36315+WDC_10878","{The Fake Sound of Progress|The Fake Sound Of Progress}","The Fake Sound of Progress",,
"Title","1.0","Title-{MB_51302+spy_8470}","MB_51302+spy_8470","{New English|New English}","New English",,
"Title","0.0","Title-{MB_33976+WDC_34154}","MB_33976+WDC_34154","{Loyal Brave True|Loyal Brave True (From \'Mulan\')}","Loyal Brave True (From \'Mulan\')",,
"Title","1.0","Title-{MB_36597+spy_343}","MB_36597+spy_343","{Mufasa|Mufasa}","Mufasa",,
"Title","1.0","Title-{MB_26653+MB_26657+MB_26661+spy_3449}","MB_26653+MB_26657+MB_26661+spy_3449","{Okta|OKTA|OKTA|OKTA}","OKTA",,
"Title","0.0","Title-{MB_30678+WDC_11421}","MB_30678+WDC_11421","{Last Station on the Road to Death|Last Station On the Road to Death (Explicit)}","Last Station On the Road to Death (Explicit)",,
"Title","0.6666666666666666","Title-{MB_49534+WDC_33701+WDC_39119}","MB_49534+WDC_33701+WDC_39119","{Pass the Flask|Pass the Flask (Explicit)|Pass the Flask (Explicit)}","Pass the Flask (Explicit)",,
"Title","1.0","Title-{MB_20045+WDC_34226}","MB_20045+WDC_34226","{Quality Street|Quality Street}","Quality Street",,
"Title","1.0","Title-{MB_41342+WDC_44976}","MB_41342+WDC_44976","{Step Off|Step Off}","Step Off",,
"Title","1.0","Title-{MB_7615+MB_7617+spy_17052}","MB_7615+MB_7617+spy_17052","{Stereo Typical|Stereo Typical|Stereo Typical}","Stereo Typical",,
"Title","1.0","Title-{MB_5199+WDC_3233}","MB_5199+WDC_3233","{Back Once Again|Back Once Again}","Back Once Again",,
"Title","1.0","Title-{MB_28563+spy_16938}","MB_28563+spy_16938","{#Esolf|#Esolf}","#Esolf",,
"Title","1.0","Title-{MB_9831+MB_9835+spy_14066}","MB_9831+MB_9835+spy_14066","{Masal|Masal|Masal}","Masal",,
"Title","1.0","Title-{MB_59161+spy_6770}","MB_59161+spy_6770","{Yuna|Yuna}","Yuna",,
"Title","0.6666666666666666","Title-{MB_66357+WDC_20603+spy_8501}","MB_66357+WDC_20603+spy_8501","{The Ultimate Collection|The Ultimate Collection: Jackson 5|The Ultimate Collection: Jackson 5}","The Ultimate Collection: Jackson 5",,
"Title","1.0","Title-{MB_31449+MB_31450+spy_17463}","MB_31449+MB_31450+spy_17463","{Sir Lucious Left Foot... The Son of Chico Dusty|Sir Lucious Left Foot...The Son Of Chico Dusty|Sir Lucious Left Foot...The Son Of Chico Dusty}","Sir Lucious Left Foot... The Son of Chico Dusty",,
"Title","1.0","Title-{MB_14449+WDC_25678}","MB_14449+WDC_25678","{Taube sjunger Taube|Taube Sjunger Taube}","Taube sjunger Taube",,
"Title","1.0","Title-{MB_57051+WDC_15529}","MB_57051+WDC_15529","{En honor a la verdad|En Honor A La Verdad}","En Honor A La Verdad",,
"Title","0.0","Title-{MB_48961+WDC_5375}","MB_48961+WDC_5375","{No Time To Sleep|No Time to Sleep (Stanas Tech Maniac Remake)}","No Time to Sleep (Stanas Tech Maniac Remake)",,
"Title","0.0","Title-{MB_9793+WDC_37456}","MB_9793+WDC_37456","{S.P. The GOAT: Ghost of All Time|S.P. The GOAT: Ghost of All Time (Explicit)}","S.P. The GOAT: Ghost of All Time (Explicit)",,
"Title","0.75","Title-{MB_72534+WDC_29339+WDC_30450+WDC_38047}","MB_72534+WDC_29339+WDC_30450+WDC_38047","{Derelicts of Dialect|Derelicts Of Dialect (Explicit)|Derelicts Of Dialect (Explicit)|Derelicts Of Dialect (Explicit)}","Derelicts Of Dialect (Explicit)",,
"Title","1.0","Title-{MB_61021+spy_7217}","MB_61021+spy_7217","{Night Gallery|Night Gallery}","Night Gallery",,
"Title","1.0","Title-{MB_20962+WDC_38942}","MB_20962+WDC_38942","{The Ferryman’s Curse|The Ferryman's Curse}","The Ferryman's Curse",,
"Title","1.0","Title-{MB_21090+WDC_10773+WDC_5311}","MB_21090+WDC_10773+WDC_5311","{Flirting With Disaster|Flirting With Disaster|Flirting With Disaster}","Flirting With Disaster",,
"Title","1.0","Title-{MB_46055+WDC_2030}","MB_46055+WDC_2030","{Aftertaste|Aftertaste}","Aftertaste",,
"Title","1.0","Title-{MB_43732+MB_43735+spy_11848}","MB_43732+MB_43735+spy_11848","{Crossroads|Crossroads|Crossroads}","Crossroads",,
"Title","1.0","Title-{MB_63308+WDC_36260}","MB_63308+WDC_36260","{The Sound of White|The Sound of White}","The Sound of White",,
"Title","1.0","Title-{MB_37675+WDC_10063}","MB_37675+WDC_10063","{Lo que trajo el barco|Lo Que Trajo El Barco}","Lo que trajo el barco",,
"Title","1.0","Title-{MB_7164+MB_7165+spy_608}","MB_7164+MB_7165+spy_608","{Jamie Lawson|Jamie Lawson|Jamie Lawson}","Jamie Lawson",,
"Title","0.0","Title-{MB_613+spy_1123}","MB_613+spy_1123","{Come far nascere un fiore|Come Far Nascere Un Fiore - The Best Of}","Come Far Nascere Un Fiore - The Best Of",,
"Title","1.0","Title-{MB_51480+spy_18056}","MB_51480+spy_18056","{La trenza|La Trenza}","La trenza",,
"Title","1.0","Title-{MB_12908+WDC_29176}","MB_12908+WDC_29176","{Face First|Face First}","Face First",,
"Title","1.0","Title-{MB_15008+WDC_29140}","MB_15008+WDC_29140","{Støv og stjerner|Støv Og Stjerner}","Støv Og Stjerner",,
"Title","1.0","Title-{MB_56096+WDC_17957}","MB_56096+WDC_17957","{Biphasic Response|Biphasic Response}","Biphasic Response",,
"Title","1.0","Title-{MB_63102+WDC_28201}","MB_63102+WDC_28201","{Autobahn|Autobahn}","Autobahn",,
"Title","1.0","Title-{MB_70452+WDC_30188}","MB_70452+WDC_30188","{Half Light|Half Light}","Half Light",,
"Title","1.0","Title-{MB_26786+MB_26789+MB_26792+MB_26793+spy_1491}","MB_26786+MB_26789+MB_26792+MB_26793+spy_1491","{Yemin Ettim|Yemin Ettim|Yemin Ettim|Yemin Ettim|Yemin Ettim}","Yemin Ettim",,
"Title","1.0","Title-{MB_29838+WDC_17}","MB_29838+WDC_17","{Mediterranean Sounds|Mediterranean Sounds}","Mediterranean Sounds",,
"Title","1.0","Title-{MB_33230+spy_18843}","MB_33230+spy_18843","{Kesempurnaan Cinta|Kesempurnaan Cinta}","Kesempurnaan Cinta",,
"Title","1.0","Title-{MB_12996+WDC_13760+WDC_3543+WDC_6452}","MB_12996+WDC_13760+WDC_3543+WDC_6452","{The Wolves Hollow|The Wolves Hollow|The Wolves Hollow|The Wolves Hollow}","The Wolves Hollow",,
"Title","1.0","Title-{MB_9817+WDC_15769+WDC_17456}","MB_9817+WDC_15769+WDC_17456","{Yes, I'm a Witch|Yes, I'm A Witch|Yes, I'm A Witch}","Yes, I'm A Witch",,
"Title","1.0","Title-{WDC_30606+WDC_5983+spy_10594}","WDC_30606+WDC_5983+spy_10594","{Sparks|Sparks|Sparks}","Sparks",,
"Title","1.0","Title-{MB_61131+WDC_17526}","MB_61131+WDC_17526","{If I Have to Stand Alone|If I Have to Stand Alone}","If I Have to Stand Alone",,
"Title","1.0","Title-{MB_74570+WDC_34155}","MB_74570+WDC_34155","{Crack‐Up|Crack-Up}","Crack-Up",,
"Title","1.0","Title-{MB_32030+WDC_15624+WDC_22572+WDC_25879+WDC_8659}","MB_32030+WDC_15624+WDC_22572+WDC_25879+WDC_8659","{Tin Drum|Tin Drum|Tin Drum|Tin Drum|Tin Drum}","Tin Drum",,
"Title","1.0","Title-{MB_19900+MB_19903+spy_18656}","MB_19900+MB_19903+spy_18656","{Théorème|Théorème|Théorème}","Théorème",,
"Title","1.0","Title-{WDC_13069+WDC_2247+WDC_2743+WDC_5874+WDC_6260+spy_3015}","WDC_13069+WDC_2247+WDC_2743+WDC_5874+WDC_6260+spy_3015","{Screaming Bloody Murder|Screaming Bloody Murder|Screaming Bloody Murder|Screaming Bloody Murder|Screaming Bloody Murder|Screaming Bloody Murder}","Screaming Bloody Murder",,
"Title","1.0","Title-{MB_76845+spy_3972}","MB_76845+spy_3972","{Mantém|Mantém}","Mantém",,
"Title","0.0","Title-{MB_68540+spy_278}","MB_68540+spy_278","{Cats on Trees|Cats On Trees (Deluxe Edition)}","Cats On Trees (Deluxe Edition)",,
"Title","1.0","Title-{MB_54030+MB_54031+MB_54034+spy_17402}","MB_54030+MB_54031+MB_54034+spy_17402","{RICH YOUNGIN|RICH YOUNGIN|RICH YOUNGIN|RICH YOUNGIN}","RICH YOUNGIN",,
"Title","1.0","Title-{MB_33710+WDC_515}","MB_33710+WDC_515","{The Three Faces of Chico|The Three Faces Of Chico}","The Three Faces Of Chico",,
"Title","1.0","Title-{MB_27033+MB_27035+spy_14226}","MB_27033+MB_27035+spy_14226","{Hot Shot|Hot Shot|Hot Shot}","Hot Shot",,
"Title","1.0","Title-{MB_55238+WDC_23933+WDC_8727}","MB_55238+WDC_23933+WDC_8727","{Temptation|Temptation|Temptation}","Temptation",,
"Title","1.0","Title-{MB_35689+WDC_27871}","MB_35689+WDC_27871","{No Drama EP|No Drama EP}","No Drama EP",,
"Title","1.0","Title-{MB_9551+spy_5916}","MB_9551+spy_5916","{El amor no tiene lenguaje|El Amor No Tiene Lenguaje}","El Amor No Tiene Lenguaje",,
"Title","1.0","Title-{MB_75946+WDC_2955}","MB_75946+WDC_2955","{Forest Bathing|Forest Bathing}","Forest Bathing",,
"Title","1.0","Title-{MB_67863+WDC_22606+WDC_23603}","MB_67863+WDC_22606+WDC_23603","{Mirage (Of Hope)|Mirage (Of Hope)|Mirage (Of Hope)}","Mirage (Of Hope)",,
"Title","1.0","Title-{MB_14429+WDC_26459+WDC_32134+WDC_9090}","MB_14429+WDC_26459+WDC_32134+WDC_9090","{Out of Exile|Out of Exile|Out of Exile|Out of Exile}","Out of Exile",,
"Title","1.0","Title-{MB_41106+WDC_38324}","MB_41106+WDC_38324","{Bossa, Balanço, Balada|Bossa, Balanço, Balada}","Bossa, Balanço, Balada",,
"Title","1.0","Title-{MB_15002+MB_15003+spy_10092}","MB_15002+MB_15003+spy_10092","{Blues With a Touch of Soul|Blues With a Touch of Soul|Blues with a Touch of Soul}","Blues With a Touch of Soul",,
"Title","1.0","Title-{MB_39284+WDC_24567+WDC_30492}","MB_39284+WDC_24567+WDC_30492","{It’s My Life|It's My Life|It's My Life}","It's My Life",,
"Title","0.0","Title-{MB_16139+spy_7056}","MB_16139+spy_7056","{México de mi corazón II|México de Mi Corazón}","México de mi corazón II",,
"Title","1.0","Title-{MB_68938+spy_5837}","MB_68938+spy_5837","{BDL Bipolar|BDL Bipolar}","BDL Bipolar",,
"Title","1.0","Title-{MB_23102+spy_6122}","MB_23102+spy_6122","{Tieduprightnow|Tieduprightnow}","Tieduprightnow",,
"Title","1.0","Title-{MB_40742+spy_1755}","MB_40742+spy_1755","{Thank you, God. For it all.|Thank you, God. For it all.}","Thank you, God. For it all.",,
"Title","1.0","Title-{MB_28957+spy_15526}","MB_28957+spy_15526","{Gassed Up|Gassed Up}","Gassed Up",,
"Title","1.0","Title-{MB_47109+WDC_13746+WDC_8858}","MB_47109+WDC_13746+WDC_8858","{Eye to the Telescope|Eye To The Telescope|Eye To The Telescope}","Eye To The Telescope",,
"Title","1.0","Title-{MB_51825+spy_4256}","MB_51825+spy_4256","{Can’t Let You Go|Can't Let You Go}","Can’t Let You Go",,
"Title","1.0","Title-{MB_31551+WDC_44369}","MB_31551+WDC_44369","{I Go Through (XX Radio Mix)|I Go Through (XX Radio Mix)}","I Go Through (XX Radio Mix)",,
"Title","0.0","Title-{MB_52476+WDC_18810}","MB_52476+WDC_18810","{Frampton Comes Alive!|Frampton Comes Alive! (Deluxe Edition)}","Frampton Comes Alive! (Deluxe Edition)",,
"Title","1.0","Title-{MB_34687+WDC_37935}","MB_34687+WDC_37935","{Dizzy Up the Girl|Dizzy up the Girl}","Dizzy Up the Girl",,
"Title","1.0","Title-{MB_67690+WDC_21332}","MB_67690+WDC_21332","{Ain’t No Sunshine|Ain't No Sunshine}","Ain’t No Sunshine",,
"Title","1.0","Title-{MB_40894+WDC_31858}","MB_40894+WDC_31858","{Skymorphosis|Skymorphosis}","Skymorphosis",,
"Title","0.0","Title-{MB_69410+spy_14640}","MB_69410+spy_14640","{Yo te quiero pa' mí|Yo Te Quiero Pa Mi}","Yo te quiero pa' mí",,
"Title","1.0","Title-{MB_43338+WDC_17723}","MB_43338+WDC_17723","{The Ultimate Collection|The Ultimate Collection}","The Ultimate Collection",,
"Title","1.0","Title-{MB_78747+spy_6110}","MB_78747+spy_6110","{Better to Have Loved|Better to Have Loved}","Better to Have Loved",,
"Title","1.0","Title-{MB_62523+WDC_11509}","MB_62523+WDC_11509","{Ritual|Ritual}","Ritual",,
"Title","0.0","Title-{MB_10677+WDC_12068}","MB_10677+WDC_12068","{Cristo satánico|Cristo Satanico}","Cristo Satanico",,
"Title","1.0","Title-{MB_49589+spy_18555}","MB_49589+spy_18555","{Beautiful People Will Ruin Your Life|Beautiful People Will Ruin Your Life}","Beautiful People Will Ruin Your Life",,
"Title","1.0","Title-{MB_42469+WDC_17714+WDC_28037}","MB_42469+WDC_17714+WDC_28037","{Secret Heart|Secret Heart|Secret Heart}","Secret Heart",,
"Title","1.0","Title-{MB_9380+WDC_42808}","MB_9380+WDC_42808","{Legacy|Legacy}","Legacy",,
"Title","1.0","Title-{MB_80281+WDC_30608}","MB_80281+WDC_30608","{Kindred|Kindred}","Kindred",,
"Title","1.0","Title-{MB_15551+spy_3476}","MB_15551+spy_3476","{Hidup Lebih Indah|Hidup Lebih Indah}","Hidup Lebih Indah",,
"Title","1.0","Title-{MB_32790+WDC_5340}","MB_32790+WDC_5340","{Strategos / Once Upon A Time|Strategos / Once Upon A Time}","Strategos / Once Upon A Time",,
"Title","1.0","Title-{MB_38823+WDC_40854}","MB_38823+WDC_40854","{Wheel Of Fortune|Wheel of Fortune}","Wheel of Fortune",,
"Title","1.0","Title-{MB_8108+WDC_26063}","MB_8108+WDC_26063","{Money in the Bank|Money In The Bank}","Money In The Bank",,
"Title","1.0","Title-{MB_22824+WDC_4054}","MB_22824+WDC_4054","{Rock Me: The Best Of|Rock Me: the Best of}","Rock Me: the Best of",,
"Title","0.0","Title-{MB_55965+spy_9336}","MB_55965+spy_9336","{The Best Of|The Best of BCL}","The Best of BCL",,
"Title","1.0","Title-{MB_65503+spy_15517}","MB_65503+spy_15517","{Vem Ska Trösta Knyttet?|Vem ska trösta Knyttet?}","Vem Ska Trösta Knyttet?",,
"Title","1.0","Title-{MB_6241+spy_5332}","MB_6241+spy_5332","{Reset the Levels II: Boulevard|Reset The Levels II: Boulevard}","Reset the Levels II: Boulevard",,
"Title","1.0","Title-{MB_64827+MB_64832+spy_20043}","MB_64827+MB_64832+spy_20043","{À chaque frère|À chaque frère|À chaque frère}","À chaque frère",,
"Title","1.0","Title-{MB_74711+spy_4539}","MB_74711+spy_4539","{This Unruly Mess I’ve Made|This Unruly Mess I've Made}","This Unruly Mess I’ve Made",,
"Title","0.0","Title-{MB_34815+WDC_324}","MB_34815+WDC_324","{You Know My Name / Wedding Day|You Know My Name / Wedding Day (Explicit)}","You Know My Name / Wedding Day (Explicit)",,
"Title","1.0","Title-{MB_32622+WDC_14470}","MB_32622+WDC_14470","{The Plot Thickens|The Plot Thickens}","The Plot Thickens",,
"Title","1.0","Title-{MB_73070+spy_6968}","MB_73070+spy_6968","{fantasy world|fantasy world}","fantasy world",,
"Title","0.75","Title-{MB_30005+WDC_19120+WDC_35667+WDC_4568}","MB_30005+WDC_19120+WDC_35667+WDC_4568","{Can't Get Away From You / Be Right!|Can't Get Away From You|Can't Get Away From You|Can't Get Away From You}","Can't Get Away From You / Be Right!",,
"Title","1.0","Title-{MB_57364+WDC_4695}","MB_57364+WDC_4695","{Mirror of Madness|Mirror Of Madness}","Mirror Of Madness",,
"Title","1.0","Title-{MB_76233+WDC_11022+WDC_17666+WDC_18031+WDC_26916+WDC_33725+WDC_5071+WDC_5165+WDC_6824+WDC_9557+WDC_997}","MB_76233+WDC_11022+WDC_17666+WDC_18031+WDC_26916+WDC_33725+WDC_5071+WDC_5165+WDC_6824+WDC_9557+WDC_997","{MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York}","MTV Unplugged In New York",,
"Title","0.9444444444444444","Title-{MB_38939+MB_38940+MB_38941+WDC_12081+WDC_14072+WDC_18196+WDC_33573+WDC_3525+WDC_35260+WDC_35386+WDC_36391+WDC_4086+WDC_615+WDC_6448+WDC_907+WDC_9102+WDC_9748+spy_14766}","MB_38939+MB_38940+MB_38941+WDC_12081+WDC_14072+WDC_18196+WDC_33573+WDC_3525+WDC_35260+WDC_35386+WDC_36391+WDC_4086+WDC_615+WDC_6448+WDC_907+WDC_9102+WDC_9748+spy_14766","{August and Everything After|August and Everything After|August and Everything After|August And Everything After|August And Everything After|August And Everything After|August And Everything After|August And Everything After|August And Everything After|August And Everything After|August And Everything After - Live At Town Hall (Explicit)|August And Everything After|August And Everything After|August And Everything After|August And Everything After|August And Everything After|August And Everything After|August And Everything After}","August And Everything After - Live At Town Hall (Explicit)","false","August And Everything After"
"Title","1.0","Title-{WDC_29731+WDC_373+spy_11851}","WDC_29731+WDC_373+spy_11851","{Our Bright Future|Our Bright Future|Our Bright Future}","Our Bright Future",,
"Title","1.0","Title-{MB_50432+WDC_42109}","MB_50432+WDC_42109","{From The Heart|From the Heart}","From the Heart",,
"Title","1.0","Title-{MB_69631+WDC_6860}","MB_69631+WDC_6860","{Fly by Wire|Fly By Wire}","Fly by Wire",,
"Title","1.0","Title-{MB_77263+WDC_674}","MB_77263+WDC_674","{¡México por siempre!|¡MÉXICO Por Siempre!}","¡México por siempre!",,
"Title","1.0","Title-{MB_78312+spy_11928}","MB_78312+spy_11928","{Cub Sport|Cub Sport}","Cub Sport",,
"Title","0.0","Title-{MB_31566+WDC_32655}","MB_31566+WDC_32655","{Brand New Day|Brand New Day (International)}","Brand New Day (International)",,
"Title","1.0","Title-{MB_3802+spy_1905}","MB_3802+spy_1905","{Bet My Heart|Bet My Heart}","Bet My Heart",,
"Title","1.0","Title-{MB_74366+WDC_14997}","MB_74366+WDC_14997","{Blue Velvet Soul|Blue Velvet Soul}","Blue Velvet Soul",,
"Title","1.0","Title-{MB_60021+MB_60022+spy_3354}","MB_60021+MB_60022+spy_3354","{Wenn Worte meine Sprache wären|Wenn Worte meine Sprache wären|Wenn Worte meine Sprache wären}","Wenn Worte meine Sprache wären",,
"Title","1.0","Title-{MB_54100+spy_15088}","MB_54100+spy_15088","{Momentum 2 (The Return of Ghetto)|Momentum 2 (The Return of Ghetto)}","Momentum 2 (The Return of Ghetto)",,
"Title","1.0","Title-{MB_71773+WDC_11054}","MB_71773+WDC_11054","{De strijdlust is geboren|De Strijdlust Is Geboren}","De Strijdlust Is Geboren",,
"Title","1.0","Title-{MB_71085+WDC_11061}","MB_71085+WDC_11061","{Always on His Mind|Always on His Mind}","Always on His Mind",,
"Title","1.0","Title-{MB_50563+WDC_43887+WDC_6275}","MB_50563+WDC_43887+WDC_6275","{Shock of Daylight|Shock of Daylight|Shock of Daylight}","Shock of Daylight",,
"Title","1.0","Title-{MB_22863+spy_19021}","MB_22863+spy_19021","{BRAVE|BRAVE}","BRAVE",,
"Title","1.0","Title-{MB_19898+spy_18653}","MB_19898+spy_18653","{Roi|Roi}","Roi",,
"Title","0.0","Title-{MB_18007+spy_10037}","MB_18007+spy_10037","{Suol Mates EP|Suol Mates EP : Fritz Kalkbrenner}","Suol Mates EP : Fritz Kalkbrenner",,
